,Age,Temperature,Flow_Rate,Pipe_type
52,63.0,113.59999999999985,7496.0,3
53,63.0,106.39999999999985,7393.0,3
54,64.0,107.19999999999985,7477.0,3
55,64.0,112.99999999999984,7364.0,3
56,64.0,107.79999999999984,7400.0,3
57,64.0,103.59999999999984,7071.0,3
58,65.0,104.39999999999984,7098.0,3
59,65.0,107.19999999999983,7178.0,3
60,65.0,107.99999999999983,7151.0,3
61,65.0,108.79999999999983,7000.0,3
62,66.0,105.59999999999982,7349.0,3
63,66.0,104.39999999999982,6837.0,3
64,66.0,108.19999999999982,7354.0,3
65,66.0,105.99999999999982,7103.0,3
66,67.0,109.79999999999981,6676.0,3
67,67.0,108.59999999999981,7068.0,3
68,67.0,104.3999999999998,6779.0,3
69,67.0,104.1999999999998,6696.0,3
70,68.0,106.9999999999998,7175.0,3
71,68.0,101.7999999999998,6721.0,3
72,68.0,101.5999999999998,6617.0,3
73,68.0,102.39999999999979,6545.0,3
74,69.0,105.19999999999979,6450.0,3
75,69.0,102.99999999999979,6604.0,3
76,69.0,108.79999999999978,7042.0,3
77,69.0,105.59999999999978,6525.0,3
78,70.0,101.39999999999978,6764.0,3
79,70.0,102.19999999999978,6603.0,3
80,70.0,99.99999999999977,6721.0,3
81,70.0,104.79999999999977,6288.0,3
82,71.0,99.59999999999977,6350.0,3
83,71.0,105.39999999999976,6555.0,3
84,71.0,107.19999999999976,6785.0,3
85,71.0,97.99999999999976,6200.0,3
86,72.0,105.79999999999976,6343.0,3
87,72.0,105.59999999999975,6102.0,3
88,72.0,105.39999999999975,6304.0,3
89,72.0,103.19999999999975,6402.0,3
90,73.0,98.99999999999974,6044.0,3
91,73.0,96.79999999999974,6200.0,3
92,73.0,104.59999999999974,6312.0,3
93,73.0,101.39999999999974,6237.0,3
94,74.0,99.19999999999973,6516.0,3
95,74.0,103.99999999999973,6329.0,3
96,74.0,101.79999999999973,5958.0,3
97,74.0,98.59999999999972,6241.0,3
98,75.0,100.39999999999972,6273.0,3
99,75.0,102.19999999999972,6339.0,3
100,75.0,96.99999999999972,6174.0,3
101,75.0,98.79999999999971,6033.0,3
102,76.0,99.59999999999971,5634.0,3
103,76.0,97.39999999999971,6046.0,3
104,76.0,95.1999999999997,5834.0,3
105,76.0,99.9999999999997,5865.0,3
106,77.0,102.7999999999997,5672.0,3
107,77.0,95.5999999999997,5525.0,3
108,77.0,98.3999999999997,5415.0,3
109,77.0,98.19999999999969,5957.0,3
110,78.0,93.99999999999969,5791.0,3
111,78.0,100.79999999999968,5537.0,3
112,78.0,99.59999999999968,5812.0,3
113,78.0,100.39999999999968,5566.0,3
114,79.0,95.19999999999968,5629.0,3
115,79.0,97.99999999999967,5482.0,3
116,79.0,95.79999999999967,5184.0,3
117,79.0,100.59999999999967,5147.0,3
118,80.0,98.39999999999966,5433.0,3
119,80.0,91.19999999999966,5519.0,3
120,80.0,90.99999999999966,5670.0,3
121,80.0,91.79999999999966,5516.0,3
122,81.0,91.59999999999965,5560.0,3
123,81.0,93.39999999999965,5602.0,3
124,81.0,91.19999999999965,5065.0,3
125,81.0,89.99999999999964,5238.0,3
126,82.0,90.79999999999964,5287.0,3
127,82.0,89.59999999999964,4856.0,3
128,82.0,89.39999999999964,5509.0,3
129,82.0,98.19999999999963,4793.0,3
130,83.0,95.99999999999963,5109.0,3
131,83.0,93.79999999999963,5177.0,3
132,83.0,90.59999999999962,4827.0,3
133,83.0,94.39999999999962,4985.0,3
134,84.0,94.19999999999962,4632.0,3
135,84.0,90.99999999999962,4835.0,3
136,84.0,87.79999999999961,4663.0,3
137,84.0,96.59999999999961,4658.0,3
138,85.0,91.39999999999961,4951.0,3
139,85.0,88.1999999999996,4857.0,3
140,85.0,94.9999999999996,4767.0,3
141,85.0,87.7999999999996,5013.0,3
142,86.0,87.5999999999996,4657.0,3
143,86.0,92.3999999999996,4580.0,3
144,86.0,87.19999999999959,4950.0,3
145,86.0,89.99999999999959,4313.0,3
146,87.0,88.79999999999959,4879.0,3
147,87.0,91.59999999999958,4274.0,3
148,87.0,85.39999999999958,4481.0,3
149,87.0,89.19999999999958,4487.0,3
150,88.0,93.99999999999957,4726.0,3
151,88.0,87.79999999999957,4749.0,3
152,88.0,91.59999999999957,4310.0,3
153,88.0,85.39999999999957,4491.0,3
154,89.0,92.19999999999956,4284.0,3
155,89.0,90.99999999999956,4403.0,3
156,89.0,83.79999999999956,4230.0,3
157,89.0,88.59999999999955,4343.0,3
158,90.0,90.39999999999955,3977.0,3
159,90.0,91.19999999999955,4546.0,3
160,90.0,85.99999999999955,3872.0,3
161,90.0,84.79999999999954,4132.0,3
162,91.0,82.59999999999954,3964.0,3
163,91.0,83.39999999999954,4439.0,3
164,91.0,87.19999999999953,3787.0,3
165,91.0,90.99999999999953,3960.0,3
166,92.0,87.79999999999953,4269.0,3
167,92.0,83.59999999999953,4296.0,3
168,92.0,83.39999999999952,4240.0,3
169,92.0,84.19999999999952,4006.0,3
170,93.0,84.99999999999952,4152.0,3
171,93.0,81.79999999999951,3825.0,3
172,93.0,87.59999999999951,3567.0,3
173,93.0,85.39999999999951,3548.0,3
174,94.0,86.1999999999995,3564.0,3
175,94.0,81.9999999999995,3486.0,3
176,94.0,87.7999999999995,3924.0,3
177,94.0,82.5999999999995,3750.0,3
178,95.0,85.3999999999995,3492.0,3
179,95.0,82.19999999999949,3979.0,3
180,95.0,83.99999999999949,3534.0,3
181,95.0,78.79999999999949,3878.0,3
182,96.0,78.59999999999948,3880.0,3
183,96.0,80.39999999999948,3592.0,3
184,96.0,82.19999999999948,3632.0,3
185,96.0,79.99999999999947,3728.0,3
186,97.0,78.79999999999947,3458.0,3
187,97.0,86.59999999999947,3318.0,3
188,97.0,85.39999999999947,3371.0,3
189,97.0,78.19999999999946,3410.0,3
190,98.0,81.99999999999946,3448.0,3
191,98.0,80.79999999999946,2961.0,3
192,98.0,80.59999999999945,3265.0,3
193,98.0,81.39999999999945,3283.0,3
194,99.0,79.19999999999945,3478.0,3
195,99.0,77.99999999999945,2902.0,3
196,99.0,75.79999999999944,3312.0,3
197,99.0,82.59999999999944,2901.0,3
198,100.0,83.39999999999944,3253.0,3
199,100.0,80.19999999999943,2985.0,3
